id,sentence,type,label
bbc_79,aid agencies say enhanced israeli security checks on delivery trucks have created bottlenecks around aid reaching the population,pro-israeli,1
nyt_443,but a 62slide presentation on the activities of the general security service delivered only weeks before the oct,pro-israeli,1
jp_383,this is good news for the israeli public  the security establishment will continue to support any effort that will lead to the expansion of its ranks,pro-israeli,1
jp_88,instead they say that to be considered an ldquooccupierrdquo a country cannot merely have aspects of functional power over a territory,neutral,0
jp_295,antebi observed that the lack of security in the neighborhood has been increasing and did not start with october 7,pro-israeli,1
jp_455,"rdquo
israel will not allow iran to send balancebreaking weapons to its proxies to threaten israeli citizens he said",anti-palestinian,4
jp_551,"nbsp
nbsp
markose who runs the jerusalem model project that brings together the cityrsquos diverse social activists said that she doesnrsquot know of palestinian women who have shared the posts so far",pro-palestinian,2
aj_353,its weakness on gaza may cost uk labour a majority in the next election the voters will not ignore the partys inability to strongly condemn and demand an immediate end to the unimaginable suffering being inflicted on more than two million civilians in gaza,neutral,0
nyt_101,gantz quits israel government in dispute with netanyahu over gaza israelhamaswar advertisement the move though unlikely to force prime minister benjamin netanyahu from office exposed the fractures within israels leadership eight months into the war in gaza,anti-israeli,3
jp_154,on the other hand the idf has received compliments from other militaries for cuttingedge tactics to avoid civilian casualties and zero in on strikes,anti-israeli,3
jp_428,rdquothe keys to the winas for the keys to the win gutt repeated one word ldquodefense defense defense and defense,pro-israeli,1
bbc_166,should they stay and risk getting caught up in a fierce ground battle  or leave and abandon the only shelter they might find,pro-israeli,1
aj_529,the united states has circulated a draft united nations security council resolution calling for an immediate ceasefire tied to the release of hostages in gaza according to us secretary of state antony blinken who is on a tour of the middle east,pro-israeli,1
bbc_527,its un ambassador questioned whether this time would be any different to the three previous security council resolutions on the conflict which were not implemented despite being legally binding,pro-israeli,1
aj_186,their joy was shortlived however as israel pressed forward with a deadly ground assault on rafah,anti-israeli,3
jp_350,the ignorant extremist bengvir appears before us with a new decision that harms our most sacred sanctities by reducing visits to our families to once every two months thinking that we may surrender or tire in the face of his aggression and arrogance said the emergency committee,anti-palestinian,4
bbc_155,jan egeland the secretarygeneral of the norwegian refugee council and a former un humanitarian chief told the bbc that wck was among those who have the closest cooperation with the israelis in terms of sharing information about their workers locations and planned movements,pro-palestinian,2
jp_532,during the meeting which was held at the headquarters of the hebron governorate shtayyeh was briefed on the security situation,pro-israeli,1
nyt_586,general ryder said that 569 metric tons of aid had made it onto gazas shore but that those supplies had yet to be parceled out by humanitarian organizations,pro-palestinian,2
bbc_537,he had been working there as a security guard having moved to israel from russia just 18 months earlier,pro-israeli,1
jp_156,rdquothe ramallahbased authority awwad says ldquohas helped whitewash israeli occupation legally morally and financially,anti-israeli,3
bbc_489,us hints at support for sanctions over icc warrants on israel two farright israeli ministers have threatened to quit and collapse the governing coalition if prime minister benjamin netanyahu agrees to a gaza ceasefire proposal unveiled by us president joe biden on friday,anti-palestinian,4
jp_333,following the jenin operation netanyahu must define what exactly that means and outline the steps he is willing to take to strengthen the pa so it will have incentives to regain security control in areas like jenin,pro-israeli,1
